GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A08AA,A08AB,B57AA,B57AB,B57AC,B57AD,B57AE,B57AF,B57AG,B57AH,B57AI,B57AJ,B57AK,B57AL,B57AM,B57AN,B57AO,B57AP,B57AQ,B57AR,AE7AA,AE7AB,AE7AC,AE7AD,AE7AE,AE7AF,AE7AG,AE7AH,AE7AI,AE7AJ,AE7AK,AE7AL
"G350","2000","New Mexico","35","350","New Mexico",894317,924729,130628,141171,147309,89466,56285,26641,24702,69948,115387,118704,282009,245819,87140,30051,41561,117745,71174,23306,813495,30654,161460,19249,3009,25793,400758,3689,12023,1509,306873,40534
"G360","2000","New York","36","360","New York",9146748,9829709,1239417,1351857,1332433,766400,521144,260034,249264,735011,1304725,1452599,3074298,2552936,932008,319811,436168,1276046,860818,311488,11760981,2812623,52499,1041156,75499,366116,1132708,201762,29962,12638,1266447,224066
"G370","2000","North Carolina","37","370","North Carolina",3942695,4106618,539509,562553,551367,310618,229313,122685,117974,336849,601522,611893,1287120,1085150,400207,134692,188813,533777,329810,105461,5647155,1723301,95333,115581,9015,79965,157501,14244,4218,2091,177614,23295
"G380","2000","North Dakota","38","380","North Dakota",320524,321676,39400,42982,47464,31003,22615,11633,10800,28070,38792,38095,98004,85431,28926,9888,14619,45901,33851,14726,589149,3761,30772,3784,282,6666,4032,155,557,52,2258,732
"G390","2000","Ohio","39","390","Ohio",5512262,5840878,754930,816346,827811,489252,327616,160084,150861,417983,735582,784312,1805316,1566384,553174,190279,265453,790252,540709,176796,9538111,1290662,21985,134006,13483,137770,107342,10645,2501,1376,75144,20115
"G400","2000","Oklahoma","40","400","Oklahoma",1695895,1754759,236353,244525,252029,159453,109920,54754,50548,141863,229026,222621,523522,453761,173199,59892,83238,242499,156276,57175,2556368,257981,266158,48272,2322,140249,72066,2987,7072,867,80576,15736
"G410","2000","Oregon","41","410","Oregon",1696550,1724849,223005,234474,242098,146949,97478,48047,45575,136784,233850,236845,526574,507155,173008,55894,75486,219342,161404,57431,2857616,53325,40130,107731,4550,82733,104007,2337,5081,1595,140282,22012
"G420","2000","Pennsylvania","42","420","Pennsylvania",5929663,6351391,727804,827945,863849,502623,348363,168194,159135,418757,732701,827785,1948076,1705032,619969,210894,300762,969272,712326,237567,10322455,1202437,14904,220987,13086,113097,161748,22175,3444,2243,175351,29127
"G440","2000","Rhode Island","44","440","Rhode Island",503635,544684,63896,71905,71370,40651,34794,17258,16109,38446,64732,75594,170310,141863,49982,16298,22709,73684,57821,20897,858433,41922,4181,23736,8411,20816,32758,4986,940,496,44205,7435
"G450","2000","South Carolina","45","450","South Carolina",1948929,2063083,264679,285243,290479,169240,126137,62103,58504,161107,276855,283976,625124,550321,206762,69909,96240,270048,165016,50269,2652291,1178486,12765,36838,3266,33290,43269,6730,953,804,36660,6660
"G460","2000","South Dakota","46","460","South Dakota",374558,380286,51069,54486,59463,37631,24832,12175,11097,29530,45084,45929,115386,97682,33611,11780,16958,53129,38916,16086,664585,4563,60988,4535,310,8960,4819,122,1295,104,3367,1196
"G470","2000","Tennessee","47","470","Tennessee",2770275,2919008,374880,395813,395155,232673,162511,81801,78907,225637,403829,412072,902527,786916,293942,100479,138830,382852,238994,81465,4505930,928204,13820,57887,4780,54824,57380,4605,1332,980,51256,8285
"G480","2000","Texas","48","480","Texas",10352910,10498910,1624628,1654184,1631192,976755,659477,323645,305288,910471,1591522,1570561,3322238,2611137,896521,295009,406660,1142608,691984,237940,10933313,2364255,68859,565202,19958,230567,3866192,40311,49503,11551,2418043,284066
"G490","2000","Utah","49","490","Utah",1119031,1114138,209378,193033,192288,123999,92279,43149,46342,135661,178474,148590,299536,237710,80053,26447,36008,101548,66923,21751,1904265,16137,26663,51289,1948,31308,88710,1520,3021,964,91457,15887
"G500","2000","Vermont","50","500","Vermont",298337,310490,33989,41101,45397,27036,18734,9222,8326,20304,34182,40385,101889,93832,32603,10212,14105,40683,26831,9996,585431,2921,2325,5280,557,6809,3777,142,95,78,886,526
"G510","2000","Virginia","51","510","Virginia",3471895,3606620,461982,495084,495955,285241,198824,101546,97926,281102,497172,539793,1200690,999256,358442,116718,156451,432456,272611,87266,4965637,1376378,18596,262657,11685,114022,154473,13915,2576,2314,127215,29047
"G530","2000","Washington","53","530","Washington",2934300,2959821,394306,425909,434836,258792,169176,83126,78453,228606,403652,437478,975087,845972,285505,90326,120749,337166,240897,84085,4652490,184631,85396,342180,11989,175926,169333,5636,7905,4108,216934,37593
"G540","2000","West Virginia","54","540","West Virginia",879170,929174,101805,111150,116182,73256,52322,26749,25050,68310,113577,115517,272249,270466,98916,35525,50375,148463,96653,31779,1709966,56825,3456,9691,1144,14983,8811,407,150,143,1963,805
"G550","2000","Wisconsin","55","550","Wisconsin",2649041,2714634,342340,379484,403074,243858,163337,80549,74769,201974,333913,372255,875522,732306,252742,85316,119683,355307,251621,95625,4681630,300245,43980,89341,3637,51921,88227,4215,3248,1052,81205,14974
"G560","2000","Wyoming","56","560","Wyoming",248374,245408,30940,34127,38376,25430,16473,7633,6964,18858,30084,29770,78765,74079,24935,8303,11352,31343,19615,6735,438799,3504,10238,2934,474,6164,15871,218,895,139,11827,2719
"G010","2010","Alabama","01","010","Alabama",2320188,2459548,304957,308229,319655,199618,143853,72318,68473,194531,311034,297888,619501,693854,311906,116144,159983,370501,211607,75684,3204402,1244437,25907,54913,4030,60445,70992,6874,2311,1739,92880,10806
"G020","2010","Alaska","02","020","Alaska",369628,340603,53996,50887,50816,31679,20462,10628,10577,33214,55419,47706,92974,111026,49971,16471,19467,35350,14877,4711,455320,21949,102556,44678,1111,45368,18256,1314,2315,866,9991,6507
"G040","2010","Arizona","04","040","Arizona",3175823,3216194,455715,453680,448664,270955,190627,93756,89342,259486,439998,416695,822494,842546,375268,144092,206868,497892,280539,103400,3695647,239101,257426,181468,8595,114631,971474,19907,39103,7875,753121,103669
"G050","2010","Arkansas","05","050","Arkansas",1431637,1484281,197689,196877,197559,119350,84455,42770,40770,116110,192153,183739,366208,407266,183960,69489,97542,234602,133977,51402,2173469,447102,20183,41156,2121,45837,71760,2793,2065,809,97450,11173
"G060","2010","California","06","060","California",18517830,18736126,2531333,2505839,2590930,1666938,1157002,573642,555775,1636532,2744409,2573468,5182710,5252371,2204296,786276,1045921,2275336,1370210,600968,14956253,2163804,162250,4903647,85587,968696,6497681,135268,200551,101746,6231785,846688
"G080","2010","Colorado","08","080","Colorado",2520662,2508534,343960,348603,332654,200392,139083,69437,67385,211793,372459,353819,699644,742698,328364,115654,153626,309960,170052,69613,3520793,188778,31244,141225,7622,100847,568409,12959,24766,4426,356518,71609
"G090","2010","Connecticut","09","090","Connecticut",1739614,1834483,202106,222571,240265,152073,98761,48139,46335,133424,214145,206232,484438,575597,240157,84356,118939,254944,166717,84898,2546262,335119,6885,135049,12190,59505,226148,27177,4371,1944,186276,33171
"G100","2010","Delaware","10","100","Delaware",434939,462995,55886,56486,56848,36545,28038,14041,13372,35454,57603,53814,116087,133554,57816,21688,31425,72453,41080,15744,586752,186782,2824,28546,1525,18284,31865,5032,1357,403,28994,5570
"G110","2010","District Of Columbia","11","110","District of Columbia",284222,317501,32613,26147,25041,17014,22905,12516,11777,39817,69649,55096,80659,75703,34274,12871,16832,36969,21525,10315,209464,301053,1322,21034,1451,12650,22007,4072,757,324,22923,4666
"G120","2010","Florida","12","120","Florida",9189355,9611955,1073506,1080255,1130847,717483,510899,258030,248602,722126,1179227,1110318,2431254,2741493,1202418,458751,676499,1727940,1097537,434125,10884722,2851100,47265,454941,48462,291014,3224440,148762,24193,12166,632682,181563
"G130","2010","Georgia","13","130","Georgia",4729171,4958482,686785,695161,689684,419922,290077,143471,137251,399358,673935,661625,1397540,1391252,573551,209870,286136,606429,311783,113823,5413920,2910800,21279,316844,19141,151980,373520,39635,10872,4422,369731,55509
"G150","2010","Hawaii","15","150","Hawaii",681243,679058,87407,83361,81539,51511,34483,18488,18853,58488,97302,88031,176373,193765,93340,35376,46846,100523,64377,30238,309343,19904,2823,641516,1888,263985,27256,1520,1341,18984,15097,56644
"G160","2010","Idaho","16","160","Idaho",785324,782258,121772,121195,116955,69150,46209,22204,21776,64229,106734,102231,191609,208537,96997,35125,48191,109534,59892,25242,1316243,8875,17556,20682,1539,26786,80244,935,3885,704,77984,12149
"G170","2010","Illinois","17","170","Illinois",6292276,6538356,835577,859405,879448,554749,367343,179613,172795,526556,910273,865684,1725890,1870879,807778,284180,381249,849535,524766,234912,8167753,1832924,18849,583563,16008,183957,1010124,33490,25114,7421,845404,106025
"G180","2010","Indiana","18","180","Indiana",3189737,3294065,434075,444821,452171,277231,198284,98994,94313,258719,419530,407815,840830,946768,418515,150022,200606,452335,273501,115272,5286453,582140,14165,103297,8675,99365,181453,9257,4297,1525,164639,28536
"G190","2010","Iowa","19","190","Iowa",1508319,1538036,202123,200646,200904,124320,92517,47227,44695,121428,197843,184740,364548,439726,204393,72152,96205,224656,153574,74658,2701123,86906,8581,54394,2132,41675,80438,2242,2503,703,54000,11658
"G200","2010","Kansas","20","200","Kansas",1415408,1437710,205492,202447,198884,120116,83705,42758,40931,120765,197783,179937,346673,406264,182512,63661,85074,190389,126409,59318,2230539,162700,23073,68945,2928,64891,160505,5164,5077,1055,107199,21042
"G210","2010","Kentucky","21","210","Kentucky",2134952,2204415,282367,282888,284154,173962,122833,61268,58657,170043,285296,280920,576662,643097,288027,106469,144497,325314,183705,69208,3745655,333075,8642,50412,4634,64113,63882,4445,1478,1019,50917,11095
"G220","2010","Louisiana","22","220","Louisiana",2219292,2314080,314260,306362,306836,190557,136222,68251,67763,202295,332925,295508,564599,654375,292567,103687,139308,311994,180177,65686,2734884,1442420,28092,70871,6779,57766,101308,9976,2487,1224,62448,15117
"G230","2010","Maine","23","230","Maine",650056,678305,69520,74116,79013,51884,36426,17408,16566,45672,72681,71943,171376,218575,102441,37823,51837,112651,69293,29136,1254297,15154,8210,13755,1014,18996,10674,553,358,158,3247,1945
"G240","2010","Maryland","24","240","Maryland",2791762,2981790,364488,366868,379029,242579,163662,81013,77465,235220,393548,368494,795572,902204,377989,134879,182900,386357,223159,98126,3157958,1674229,13815,319106,11972,125840,201326,26069,6605,2904,194860,38868
"G250","2010","Massachusetts","25","250","Massachusetts",3166628,3381001,367087,385687,405613,260536,202220,101248,96372,278048,441525,403616,887149,1012435,432822,156594,213953,456460,301065,145199,4984800,391693,10778,348962,61547,122195,280436,42705,8072,3029,243604,49808
"G260","2010","Michigan","26","260","Michigan",4848114,5035526,596286,637784,675216,434782,304817,149350,138484,381238,589583,574566,1277974,1510033,683186,243067,325744,724709,444940,191881,7569939,1383756,54665,238660,9866,190396,233181,16606,7342,2143,137163,39923
"G270","2010","Minnesota","27","270","Minnesota",2632132,2671793,355504,355536,352342,220681,147148,72732,70594,212325,372686,342900,681094,807898,349589,120761,159014,354427,222030,106664,4405142,269141,55421,214856,5947,103160,118920,5271,5495,1534,97053,21985
"G280","2010","Mississippi","28","280","Mississippi",1441240,1526057,210956,205672,208248,130679,93940,45798,43475,121621,199082,188171,374947,416976,186569,67854,92902,214469,121579,44359,1722287,1093512,13845,26425,1828,27919,32397,4873,1185,504,36334,6188
"G290","2010","Missouri","29","290","Missouri",2933477,3055450,390237,390463,396925,247811,175975,86528,83511,243250,403239,372228,748616,888572,389985,140830,192463,450490,274025,113779,4850748,687149,24062,102984,5372,106142,108022,6242,3314,1360,75085,18447
"G300","2010","Montana","30","300","Montana",496667,492748,62423,60765,61124,39251,27473,13789,13517,39832,64123,58741,112945,149832,75915,27095,35848,80742,45979,20021,868628,3743,59902,6747,540,21290,16333,284,2653,174,5435,3686
"G310","2010","Nebraska","31","310","Nebraska",906296,920045,131908,128928,122706,75679,53251,26880,25679,76717,129076,116100,220838,258726,117686,41651,53839,123126,84243,39308,1499753,80959,14797,32885,2116,28426,73085,1926,3630,687,76993,11084
"G320","2010","Nevada","32","320","Nevada",1363616,1336935,187478,183077,183173,111280,71320,35554,34258,107697,196644,190642,383043,376527,164575,62389,88535,197781,96391,30187,1462081,208058,23536,206503,4740,79132,324607,10568,8526,5804,320053,46943
"G330","2010","New Hampshire","33","330","New Hampshire",649394,667076,69806,77756,84620,55052,38568,18591,18356,47599,73121,71351,179178,225961,96289,34487,47467,96762,56745,24761,1215050,13625,2693,28570,1803,18025,21000,1410,457,221,10259,3357
"G340","2010","New Jersey","34","340","New Jersey",4279600,4512294,541020,564750,587335,372109,225990,108760,106219,326259,553139,556662,1238297,1379196,565623,201084,279458,611434,394948,179611,5214878,1125401,12227,721790,27610,134844,814370,79425,16799,6979,532112,105459
"G350","2010","New Mexico","35","350","New Mexico",1017421,1041758,144981,143308,141691,88692,61169,29935,28237,84198,139678,127567,248523,292009,136799,51238,68899,153794,86468,31993,833810,35462,175368,27551,3750,29835,574066,7088,17854,2467,304753,47175
"G360","2010","New York","36","360","New York",9377147,10000955,1155822,1163955,1211456,793696,572582,293083,281596,836256,1380177,1279160,2610017,2878691,1237408,453993,612267,1360602,866467,390874,11304247,2783857,53908,1411514,81620,326034,1436727,289943,52998,17496,1359943,259815
"G370","2010","North Carolina","37","370","North Carolina",4645492,4889991,632040,635945,631104,382546,277045,141076,136169,384328,627036,619557,1327151,1368646,600722,222924,315115,697567,389051,147461,6223995,2019854,108829,211838,15088,155759,304955,28774,13281,3728,398942,50440
"G380","2010","North Dakota","38","380","North Dakota",339864,332727,44595,40076,39790,25410,22064,12484,12007,34465,49596,40889,75262,96657,45946,15575,20298,46873,33916,16688,598007,7720,35562,7129,341,10365,7442,240,1029,100,3168,1488
"G390","2010","Ohio","39","390","Ohio",5632156,5904348,720856,747889,774699,487307,336375,163986,157045,442085,718630,691329,1479831,1742191,786857,284403,381006,850234,541352,230429,9359263,1389115,20906,194165,15158,203223,180174,18566,4386,2134,114872,34542
"G400","2010","Oklahoma","40","400","Oklahoma",1856977,1894374,264126,259336,253664,152540,111944,56068,54032,159142,265737,241018,460937,525611,235969,85815,118698,280467,164335,61912,2575381,272071,308733,68131,2954,192074,131464,5573,12954,1314,151455,29247
"G410","2010","Oregon","41","410","Oregon",1896002,1935072,237556,237214,242553,149130,105730,52462,50575,150011,265033,259111,499525,539075,273423,100551,135592,290041,165620,77872,3005848,64984,42706,152133,5502,109839,198766,4222,10497,2534,199123,34920
"G420","2010","Pennsylvania","42","420","Pennsylvania",6190363,6512016,729538,753635,791151,517831,387235,191942,183257,498947,781527,729592,1615669,1940404,879048,312575,430721,979538,674093,305676,10094652,1327091,16909,349003,16469,178595,311636,50598,9934,3738,284514,59240
"G440","2010","Rhode Island","44","440","Rhode Island",508400,544167,57448,60440,63824,42244,37802,19537,18508,44122,65799,61163,136860,162350,70634,25250,34705,73879,51252,26750,803685,51560,4020,30293,8875,23479,53184,8629,2038,718,54778,11308
"G450","2010","South Carolina","45","450","South Carolina",2250101,2375263,302297,295853,297286,185038,143951,73846,69700,188948,304378,287678,601292,659428,303240,115411,165144,369043,192114,70717,2962740,1279998,16614,60420,5714,64196,97260,10686,2910,1337,107750,15739
"G460","2010","South Dakota","46","460","South Dakota",407381,406799,59621,55531,53960,33685,23943,11907,11739,33950,55570,49859,93112,116918,54231,18999,24574,57627,39728,19226,689502,9959,69476,7866,458,14800,9890,248,2341,138,7019,2483
"G470","2010","Tennessee","47","470","Tennessee",3093504,3252601,407813,412181,418941,257066,180120,89380,86356,250508,417683,406314,854130,926436,414991,155235,215489,487074,266471,99917,4800782,1049391,16302,93078,6422,90071,121166,7924,3692,1806,135533,19938
"G480","2010","Texas","48","480","Texas",12472280,12673281,1928473,1928234,1881883,1127234,755890,369040,359015,1089024,1853039,1760434,3458382,3435336,1422924,500523,674244,1472256,824451,305179,11397345,2886825,80586,966346,33980,319558,6304207,92773,90386,19906,2594206,359443
"G490","2010","Utah","49","490","Utah",1388317,1375568,263924,249572,227951,129580,91510,42204,45173,139142,229554,216133,332475,306964,133122,46154,60965,138224,80247,30991,2221719,25951,27081,78085,3724,48985,157841,3336,5846,1754,163030,26533
"G500","2010","Vermont","50","500","Vermont",308206,317535,31952,34654,37637,24990,21022,10433,9651,23767,35441,34181,78359,102603,48739,17634,23600,49538,28743,12797,590223,5943,2023,8015,537,9792,6069,334,184,92,1568,961
"G510","2010","Virginia","51","510","Virginia",3925983,4075041,509625,511849,511246,320957,230008,117445,114918,339728,564342,526077,1108928,1214000,512595,186629,255740,549804,304730,122403,5186450,1523704,20679,441359,15338,181669,300402,27695,8546,4511,238940,51731
"G530","2010","Washington","53","530","Washington",3349707,3374833,439657,429877,438233,273587,188541,94086,91883,275543,480398,453383,908305,988205,453078,162454,219633,457220,253186,117271,4876804,229603,88735,514417,11838,247353,319558,10439,15134,7125,337961,65573
"G540","2010","West Virginia","54","540","West Virginia",913586,939408,104060,106016,109045,68297,51795,25873,24305,67026,108444,112254,237494,276156,139368,53956,71501,163520,97963,35921,1726256,62122,3493,12672,1192,24991,13732,1002,294,162,4927,2151
"G550","2010","Wisconsin","55","550","Wisconsin",2822400,2864586,358443,368617,375927,236505,162704,80763,78216,227573,372347,349347,725666,873753,385986,135437,178388,400496,258313,118505,4738411,350898,48511,129617,4095,79398,163656,8250,6015,1444,131772,24919
"G560","2010","Wyoming","56","560","Wyoming",287437,276189,40203,37213,35955,22031,16111,8377,7974,23967,41276,36373,66966,83577,40946,14123,18444,39568,21920,8602,483874,4351,11784,4644,437,8305,27405,397,1552,209,16612,4056
"G720","2010","Puerto Rico","72","720","Puerto Rico",1785171,1940618,224756,240004,268571,169964,114295,58205,53104,149541,244159,248173,483528,487807,223607,87395,130682,311662,167740,62596,26946,4663,329,3007,1026,1363,2798154,456835,19510,4194,288879,120883
